Key;Row0;Row1;Row2;Row3;Row4;Row5;Row6;Row7;Row8;Row9;Row10;Row11;Row12;Row13;Row14;Row15;Row16;Row17;Row18;Row19;Row20;Row21;Row22;Row23;Row24;Row25;Row26;Row27;Row28;Row29;Row30;Row31;Row32;Row33;Row34;Row35;Row36;Row37;Row38;Row39;Row40;Row41;Row42;Row43;Row44;Row45;Row46;Row47;Row48;Row49;Row50;Row809;Row1072;Row5406;Row5872;Row15986;Row16003;Row17095;Row19697;Row20408;Row22591;Row23757;Row23789;Row27711;Row28345;Row33541;Row39842;Row41947;Row43388;Row47174;Row57524;Row60071;Row61146;Row63243;Row67469;Row73667;Row74675;Row77829;Row80879;Row81594;Row82887;Row83658;Row88321;Row89843;Row91459;Row92230;Row92281;Row95914;Row96914;Row105449;Row105915;Row106020;Row108151;Row111013;Row116110;Row117054;Row117918;Row121846;Row122408;Row123151;Row123362;Row127588;Row16_dup;Row45_dup;Row69;Row85;Row86;Row90;Row97;Row113;Row119;Row124;Row140;Row147;Row154;Row157;Row170;Row204;Row213;Row229;Row263;Row278;Row313;Row315;Row324;Row329;Row333;Row338;Row344;Row346;Row393;Row413;Row439;Row449;Row456;Row458;Row463;Row468;Row470;Row476;Row483;Row506;Row543;Row568;Row575;Row582;Row584;Row588;Row593;Row597;Row611;Row612;Row614;Row621;Row637
Row20;0.320;0.320;0.240;0.360;0.400;0.346;0.148;0.320;0.333;0.423;0.111;0.240;0.462;0.385;0.269;0.280;0.240;0.280;0.704;0.280;0.000;0.040;0.320;0.000;0.000;0.320;0.231;0.160;0.440;0.200;0.280;0.360;0.400;0.385;0.077;0.400;0.308;0.400;0.192;0.280;0.080;0.231;0.346;0.200;0.600;0.640;0.160;0.560;0.280;0.520;0.360;0.308;0.296;0.269;0.231;0.280;0.346;0.192;0.280;0.269;0.308;0.423;0.308;0.080;0.080;0.115;0.346;0.423;0.308;0.346;0.240;0.440;0.154;0.296;0.200;0.000;0.200;0.346;0.423;0.360;0.423;0.640;0.160;0.120;0.192;0.080;0.269;0.280;0.560;0.038;0.040;0.308;0.222;0.115;0.423;0.308;0.444;0.385;0.500;0.346;0.080;0.192;0.192;0.192;0.385;0.308;0.148;0.720;0.333;0.143;0.269;0.240;0.280;0.346;0.280;0.259;0.423;0.640;0.259;0.222;0.440;0.440;0.462;0.423;0.360;0.148;0.320;0.259;0.280;0.346;0.462;0.080;0.600;0.360;0.222;0.333;0.231;0.320;0.440;0.500;0.346;0.192;0.385;0.200;0.280;0.154;0.360;0.720;0.286;0.385;0.231;0.296;0.160;0.250;0.154
Row21;0.360;0.292;0.280;0.400;0.440;0.385;0.185;0.292;0.370;0.462;0.148;0.208;0.440;0.360;0.240;0.250;0.280;0.250;0.741;0.320;0.040;0.000;0.292;0.040;0.040;0.292;0.269;0.125;0.480;0.240;0.320;0.400;0.375;0.423;0.115;0.440;0.346;0.375;0.231;0.250;0.120;0.200;0.385;0.240;0.583;0.625;0.200;0.600;0.320;0.560;0.333;0.346;0.333;0.308;0.269;0.320;0.385;0.231;0.320;0.308;0.346;0.462;0.346;0.120;0.042;0.080;0.385;0.462;0.346;0.385;0.280;0.480;0.192;0.333;0.240;0.040;0.240;0.385;0.462;0.400;0.462;0.680;0.200;0.160;0.160;0.120;0.308;0.320;0.600;0.077;0.080;0.346;0.259;0.154;0.462;0.346;0.481;0.423;0.538;0.385;0.042;0.231;0.160;0.231;0.423;0.346;0.115;0.708;0.370;0.179;0.308;0.280;0.320;0.385;0.320;0.231;0.462;0.680;0.296;0.259;0.480;0.480;0.500;0.400;0.333;0.185;0.360;0.231;0.320;0.385;0.500;0.042;0.640;0.333;0.192;0.370;0.269;0.360;0.480;0.538;0.385;0.160;0.423;0.240;0.320;0.120;0.400;0.760;0.321;0.423;0.200;0.333;0.200;0.286;0.192
Row22;0.211;0.522;0.200;0.350;0.222;0.333;0.385;0.111;0.391;0.429;0.346;0.105;0.400;0.300;0.520;0.478;0.105;0.056;0.826;0.250;0.320;0.292;0.000;0.320;0.320;0.111;0.417;0.348;0.652;0.150;0.250;0.167;0.222;0.381;0.320;0.316;0.364;0.118;0.227;0.056;0.400;0.417;0.333;0.150;0.500;0.471;0.273;0.444;0.250;0.389;0.059;0.286;0.538;0.318;0.348;0.333;0.409;0.227;0.333;0.318;0.364;0.429;0.364;0.400;0.333;0.360;0.333;0.429;0.364;0.333;0.286;0.450;0.400;0.417;0.238;0.320;0.458;0.333;0.429;0.565;0.429;0.762;0.417;0.375;0.440;0.261;0.318;0.333;0.526;0.346;0.360;0.364;0.261;0.423;0.429;0.364;0.522;0.381;0.450;0.333;0.333;0.227;0.375;0.440;0.381;0.286;0.385;0.667;0.520;0.370;0.238;0.364;0.250;0.409;0.409;0.440;0.565;0.632;0.500;0.400;0.368;0.652;0.400;0.263;0.565;0.385;0.300;0.440;0.333;0.250;0.476;0.333;0.579;0.263;0.333;0.391;0.190;0.381;0.652;0.450;0.333;0.440;0.522;0.150;0.158;0.400;0.350;0.737;0.400;0.381;0.190;0.348;0.480;0.360;0.400
Row23;0.320;0.320;0.240;0.360;0.400;0.346;0.148;0.320;0.333;0.423;0.111;0.240;0.462;0.385;0.269;0.280;0.240;0.280;0.704;0.280;0.000;0.040;0.320;0.000;0.000;0.320;0.231;0.160;0.440;0.200;0.280;0.360;0.400;0.385;0.077;0.400;0.308;0.400;0.192;0.280;0.080;0.231;0.346;0.200;0.600;0.640;0.160;0.560;0.280;0.520;0.360;0.308;0.296;0.269;0.231;0.280;0.346;0.192;0.280;0.269;0.308;0.423;0.308;0.080;0.080;0.115;0.346;0.423;0.308;0.346;0.240;0.440;0.154;0.296;0.200;0.000;0.200;0.346;0.423;0.360;0.423;0.640;0.160;0.120;0.192;0.080;0.269;0.280;0.560;0.038;0.040;0.308;0.222;0.115;0.423;0.308;0.444;0.385;0.500;0.346;0.080;0.192;0.192;0.192;0.385;0.308;0.148;0.720;0.333;0.143;0.269;0.240;0.280;0.346;0.280;0.259;0.423;0.640;0.259;0.222;0.440;0.440;0.462;0.423;0.360;0.148;0.320;0.259;0.280;0.346;0.462;0.080;0.600;0.360;0.222;0.333;0.231;0.320;0.440;0.500;0.346;0.192;0.385;0.200;0.280;0.154;0.360;0.720;0.286;0.385;0.231;0.296;0.160;0.250;0.154
Row24;0.320;0.320;0.240;0.360;0.400;0.346;0.148;0.320;0.333;0.423;0.111;0.240;0.462;0.385;0.269;0.280;0.240;0.280;0.704;0.280;0.000;0.040;0.320;0.000;0.000;0.320;0.231;0.160;0.440;0.200;0.280;0.360;0.400;0.385;0.077;0.400;0.308;0.400;0.192;0.280;0.080;0.231;0.346;0.200;0.600;0.640;0.160;0.560;0.280;0.520;0.360;0.308;0.296;0.269;0.231;0.280;0.346;0.192;0.280;0.269;0.308;0.423;0.308;0.080;0.080;0.115;0.346;0.423;0.308;0.346;0.240;0.440;0.154;0.296;0.200;0.000;0.200;0.346;0.423;0.360;0.423;0.640;0.160;0.120;0.192;0.080;0.269;0.280;0.560;0.038;0.040;0.308;0.222;0.115;0.423;0.308;0.444;0.385;0.500;0.346;0.080;0.192;0.192;0.192;0.385;0.308;0.148;0.720;0.333;0.143;0.269;0.240;0.280;0.346;0.280;0.259;0.423;0.640;0.259;0.222;0.440;0.440;0.462;0.423;0.360;0.148;0.320;0.259;0.280;0.346;0.462;0.080;0.600;0.360;0.222;0.333;0.231;0.320;0.440;0.500;0.346;0.192;0.385;0.200;0.280;0.154;0.360;0.720;0.286;0.385;0.231;0.296;0.160;0.250;0.154
Row25;0.300;0.455;0.105;0.263;0.316;0.250;0.320;0.000;0.318;0.350;0.346;0.105;0.316;0.211;0.458;0.409;0.105;0.056;0.826;0.158;0.320;0.292;0.111;0.320;0.320;0.000;0.348;0.273;0.652;0.150;0.158;0.263;0.118;0.381;0.320;0.316;0.286;0.118;0.227;0.056;0.333;0.348;0.250;0.150;0.412;0.471;0.273;0.444;0.158;0.389;0.059;0.200;0.480;0.238;0.348;0.250;0.333;0.227;0.250;0.238;0.286;0.350;0.286;0.333;0.333;0.360;0.250;0.350;0.286;0.250;0.200;0.368;0.333;0.348;0.150;0.320;0.391;0.250;0.350;0.565;0.350;0.700;0.417;0.375;0.375;0.261;0.238;0.250;0.526;0.346;0.360;0.286;0.261;0.360;0.350;0.286;0.455;0.300;0.450;0.250;0.261;0.227;0.304;0.375;0.300;0.200;0.320;0.588;0.577;0.370;0.238;0.286;0.158;0.333;0.333;0.375;0.500;0.556;0.440;0.333;0.278;0.652;0.400;0.167;0.500;0.385;0.211;0.440;0.333;0.250;0.476;0.261;0.500;0.167;0.333;0.318;0.190;0.381;0.652;0.450;0.250;0.440;0.455;0.150;0.158;0.333;0.263;0.667;0.333;0.300;0.190;0.273;0.417;0.292;0.333
Row26;0.417;0.348;0.261;0.238;0.500;0.375;0.231;0.348;0.360;0.458;0.259;0.333;0.500;0.417;0.292;0.440;0.333;0.375;0.652;0.304;0.231;0.269;0.417;0.231;0.231;0.348;0.000;0.320;0.478;0.292;0.304;0.458;0.435;0.348;0.296;0.435;0.333;0.435;0.280;0.375;0.240;0.385;0.375;0.292;0.524;0.696;0.250;0.609;0.304;0.565;0.391;0.333;0.250;0.292;0.320;0.304;0.227;0.208;0.304;0.292;0.333;0.318;0.333;0.240;0.308;0.333;0.375;0.318;0.333;0.375;0.261;0.333;0.308;0.250;0.217;0.231;0.217;0.375;0.391;0.391;0.318;0.571;0.250;0.280;0.346;0.167;0.292;0.304;0.476;0.259;0.269;0.333;0.240;0.269;0.318;0.333;0.273;0.417;0.409;0.375;0.240;0.280;0.346;0.208;0.417;0.333;0.231;0.667;0.481;0.286;0.360;0.095;0.304;0.227;0.304;0.346;0.318;0.571;0.346;0.167;0.333;0.478;0.364;0.458;0.391;0.296;0.348;0.407;0.304;0.440;0.286;0.240;0.652;0.391;0.308;0.360;0.320;0.348;0.478;0.478;0.375;0.346;0.273;0.292;0.375;0.308;0.391;0.667;0.308;0.348;0.320;0.250;0.320;0.269;0.308
Row27;0.480;0.273;0.261;0.318;0.500;0.304;0.160;0.273;0.360;0.391;0.192;0.333;0.364;0.348;0.217;0.227;0.333;0.304;0.760;0.304;0.160;0.125;0.348;0.160;0.160;0.273;0.320;0.000;0.478;0.292;0.227;0.458;0.364;0.480;0.160;0.435;0.333;0.364;0.346;0.304;0.087;0.174;0.304;0.292;0.524;0.571;0.250;0.545;0.227;0.565;0.318;0.261;0.250;0.292;0.320;0.304;0.375;0.280;0.304;0.292;0.333;0.391;0.333;0.087;0.167;0.200;0.304;0.391;0.333;0.304;0.261;0.409;0.087;0.320;0.292;0.160;0.136;0.304;0.391;0.318;0.391;0.636;0.250;0.208;0.130;0.240;0.292;0.304;0.545;0.192;0.200;0.333;0.308;0.125;0.391;0.333;0.417;0.348;0.478;0.304;0.087;0.346;0.130;0.208;0.348;0.261;0.160;0.667;0.423;0.222;0.360;0.261;0.227;0.375;0.227;0.208;0.391;0.636;0.280;0.308;0.409;0.409;0.435;0.318;0.318;0.231;0.273;0.280;0.227;0.440;0.435;0.087;0.591;0.391;0.240;0.360;0.320;0.348;0.478;0.478;0.304;0.280;0.348;0.292;0.375;0.167;0.391;0.727;0.308;0.348;0.320;0.320;0.250;0.269;0.087
Row28;0.591;0.368;0.565;0.571;0.550;0.667;0.440;0.652;0.522;0.636;0.462;0.680;0.682;0.708;0.455;0.400;0.625;0.667;0.500;0.667;0.440;0.480;0.652;0.440;0.440;0.652;0.478;0.478;0.000;0.583;0.609;0.571;0.682;0.591;0.440;0.619;0.680;0.619;0.615;0.667;0.458;0.409;0.667;0.583;0.737;0.905;0.478;0.684;0.609;0.632;0.636;0.625;0.409;0.640;0.478;0.667;0.609;0.560;0.667;0.640;0.680;0.636;0.680;0.458;0.458;0.480;0.667;0.636;0.680;0.667;0.625;0.600;0.458;0.600;0.583;0.440;0.381;0.667;0.636;0.235;0.571;0.467;0.333;0.364;0.500;0.520;0.640;0.667;0.529;0.462;0.417;0.680;0.577;0.480;0.636;0.680;0.591;0.652;0.600;0.667;0.458;0.615;0.435;0.364;0.652;0.625;0.500;0.833;0.300;0.481;0.640;0.429;0.609;0.609;0.545;0.435;0.500;0.647;0.364;0.520;0.600;0.133;0.550;0.696;0.421;0.440;0.591;0.435;0.476;0.609;0.474;0.458;0.737;0.636;0.520;0.522;0.600;0.368;0.000;0.526;0.667;0.435;0.524;0.583;0.609;0.458;0.500;0.600;0.520;0.591;0.654;0.542;0.333;0.538;0.458
Row29;0.238;0.458;0.050;0.200;0.250;0.190;0.269;0.150;0.333;0.286;0.231;0.143;0.333;0.318;0.462;0.417;0.050;0.100;0.750;0.190;0.200;0.240;0.150;0.200;0.200;0.150;0.292;0.292;0.583;0.000;0.100;0.200;0.250;0.238;0.200;0.333;0.227;0.250;0.091;0.100;0.280;0.360;0.190;0.000;0.500;0.550;0.136;0.450;0.100;0.400;0.200;0.143;0.423;0.182;0.217;0.190;0.273;0.091;0.190;0.182;0.227;0.286;0.227;0.280;0.280;0.308;0.190;0.286;0.227;0.190;0.143;0.300;0.280;0.292;0.095;0.200;0.333;0.190;0.286;0.500;0.286;0.682;0.292;0.250;0.385;0.130;0.182;0.190;0.450;0.231;0.240;0.227;0.130;0.308;0.286;0.227;0.391;0.238;0.381;0.190;0.280;0.091;0.320;0.320;0.238;0.143;0.333;0.650;0.462;0.259;0.095;0.227;0.100;0.273;0.273;0.385;0.435;0.550;0.385;0.280;0.300;0.583;0.333;0.286;0.560;0.269;0.150;0.385;0.273;0.190;0.409;0.280;0.500;0.286;0.280;0.333;0.048;0.318;0.583;0.455;0.190;0.385;0.391;0.000;0.100;0.346;0.200;0.650;0.280;0.318;0.136;0.217;0.360;0.240;0.280
Row30;0.333;0.478;0.053;0.111;0.350;0.105;0.280;0.158;0.348;0.211;0.308;0.238;0.263;0.250;0.417;0.435;0.150;0.200;0.783;0.105;0.280;0.320;0.250;0.280;0.280;0.158;0.304;0.227;0.609;0.100;0.000;0.300;0.263;0.333;0.280;0.263;0.150;0.263;0.182;0.200;0.217;0.375;0.105;0.100;0.444;0.500;0.227;0.389;0.000;0.421;0.211;0.053;0.375;0.100;0.304;0.105;0.200;0.182;0.105;0.100;0.150;0.211;0.150;0.217;0.360;0.385;0.105;0.211;0.150;0.105;0.053;0.222;0.217;0.227;0.100;0.280;0.273;0.105;0.211;0.455;0.211;0.650;0.375;0.333;0.333;0.217;0.100;0.105;0.389;0.308;0.320;0.150;0.217;0.250;0.211;0.150;0.333;0.158;0.316;0.105;0.292;0.182;0.333;0.333;0.158;0.053;0.346;0.611;0.538;0.333;0.190;0.238;0.000;0.200;0.200;0.400;0.381;0.500;0.400;0.292;0.222;0.545;0.263;0.211;0.522;0.346;0.056;0.462;0.200;0.286;0.350;0.292;0.444;0.300;0.360;0.348;0.143;0.333;0.609;0.400;0.105;0.462;0.333;0.100;0.200;0.360;0.211;0.611;0.292;0.250;0.227;0.227;0.375;0.250;0.217
Row31;0.167;0.625;0.250;0.400;0.063;0.381;0.423;0.263;0.435;0.476;0.385;0.250;0.524;0.429;0.615;0.583;0.158;0.211;0.762;0.300;0.360;0.400;0.167;0.360;0.360;0.263;0.458;0.458;0.571;0.200;0.300;0.000;0.368;0.429;0.360;0.278;0.409;0.278;0.273;0.211;0.440;0.520;0.381;0.200;0.632;0.611;0.318;0.313;0.300;0.250;0.222;0.333;0.577;0.364;0.391;0.381;0.455;0.273;0.381;0.364;0.409;0.476;0.409;0.440;0.440;0.462;0.381;0.476;0.409;0.381;0.333;0.421;0.440;0.458;0.286;0.360;0.500;0.381;0.476;0.476;0.476;0.684;0.458;0.417;0.538;0.304;0.364;0.381;0.412;0.385;0.400;0.409;0.304;0.462;0.476;0.409;0.565;0.429;0.500;0.381;0.440;0.273;0.480;0.480;0.429;0.333;0.481;0.789;0.435;0.407;0.286;0.409;0.300;0.455;0.455;0.538;0.545;0.529;0.538;0.375;0.421;0.571;0.450;0.400;0.609;0.423;0.263;0.538;0.381;0.300;0.450;0.440;0.556;0.400;0.440;0.435;0.238;0.263;0.571;0.333;0.381;0.538;0.565;0.200;0.111;0.500;0.222;0.647;0.440;0.429;0.318;0.391;0.520;0.400;0.440
Row32;0.316;0.476;0.211;0.368;0.421;0.350;0.400;0.118;0.409;0.368;0.423;0.211;0.333;0.316;0.542;0.350;0.211;0.167;0.864;0.263;0.400;0.375;0.222;0.400;0.400;0.118;0.435;0.364;0.682;0.250;0.263;0.368;0.000;0.400;0.400;0.421;0.381;0.125;0.318;0.167;0.417;0.364;0.350;0.250;0.438;0.400;0.286;0.556;0.263;0.500;0.176;0.300;0.500;0.333;0.364;0.350;0.429;0.318;0.350;0.333;0.381;0.450;0.381;0.417;0.348;0.440;0.350;0.450;0.381;0.350;0.300;0.474;0.417;0.364;0.250;0.400;0.478;0.350;0.368;0.652;0.450;0.737;0.435;0.458;0.458;0.348;0.333;0.350;0.632;0.423;0.375;0.381;0.348;0.440;0.450;0.381;0.476;0.316;0.474;0.350;0.348;0.318;0.391;0.458;0.400;0.300;0.400;0.533;0.654;0.444;0.333;0.381;0.263;0.429;0.350;0.458;0.591;0.588;0.458;0.417;0.389;0.739;0.421;0.278;0.591;0.462;0.316;0.458;0.429;0.263;0.571;0.348;0.438;0.278;0.348;0.409;0.286;0.476;0.682;0.550;0.350;0.458;0.476;0.250;0.263;0.417;0.368;0.625;0.417;0.400;0.286;0.364;0.435;0.375;0.417
Row33;0.381;0.522;0.286;0.263;0.476;0.250;0.444;0.381;0.520;0.263;0.407;0.364;0.316;0.455;0.458;0.542;0.286;0.333;0.773;0.409;0.385;0.423;0.381;0.385;0.385;0.381;0.348;0.480;0.591;0.238;0.333;0.429;0.400;0.000;0.320;0.545;0.286;0.400;0.227;0.333;0.462;0.417;0.250;0.238;0.579;0.700;0.273;0.667;0.333;0.619;0.429;0.286;0.348;0.318;0.273;0.333;0.250;0.304;0.333;0.318;0.286;0.167;0.286;0.462;0.400;0.423;0.250;0.167;0.286;0.250;0.364;0.278;0.400;0.348;0.318;0.385;0.391;0.250;0.167;0.565;0.263;0.700;0.273;0.375;0.500;0.333;0.318;0.333;0.444;0.346;0.360;0.286;0.261;0.423;0.167;0.286;0.211;0.211;0.176;0.250;0.462;0.227;0.440;0.304;0.300;0.286;0.500;0.667;0.630;0.370;0.150;0.286;0.333;0.250;0.333;0.556;0.350;0.471;0.500;0.400;0.368;0.652;0.222;0.429;0.625;0.385;0.381;0.500;0.478;0.250;0.476;0.462;0.650;0.500;0.400;0.520;0.190;0.522;0.591;0.652;0.250;0.500;0.211;0.238;0.333;0.462;0.429;0.667;0.400;0.522;0.273;0.348;0.480;0.360;0.400
Row34;0.385;0.320;0.240;0.360;0.400;0.280;0.148;0.320;0.333;0.360;0.111;0.308;0.400;0.385;0.269;0.280;0.240;0.280;0.704;0.346;0.077;0.115;0.320;0.077;0.077;0.320;0.296;0.160;0.440;0.200;0.280;0.360;0.400;0.320;0.000;0.462;0.308;0.400;0.192;0.280;0.154;0.160;0.280;0.200;0.600;0.640;0.160;0.560;0.280;0.520;0.360;0.240;0.231;0.269;0.160;0.346;0.346;0.192;0.346;0.269;0.308;0.360;0.308;0.154;0.154;0.115;0.280;0.360;0.308;0.280;0.308;0.440;0.080;0.296;0.269;0.077;0.200;0.280;0.360;0.360;0.360;0.640;0.160;0.120;0.192;0.154;0.269;0.346;0.560;0.038;0.115;0.308;0.154;0.115;0.360;0.308;0.385;0.320;0.440;0.280;0.154;0.192;0.120;0.120;0.320;0.240;0.214;0.720;0.333;0.074;0.200;0.240;0.280;0.346;0.280;0.259;0.360;0.640;0.259;0.222;0.440;0.440;0.400;0.360;0.423;0.077;0.320;0.259;0.280;0.280;0.462;0.154;0.600;0.423;0.222;0.333;0.160;0.320;0.440;0.500;0.280;0.259;0.320;0.200;0.280;0.154;0.360;0.720;0.222;0.385;0.231;0.231;0.231;0.185;0.080
Row35;0.222;0.667;0.300;0.368;0.235;0.350;0.462;0.316;0.478;0.450;0.481;0.300;0.500;0.316;0.542;0.625;0.300;0.350;0.810;0.167;0.400;0.440;0.316;0.400;0.400;0.316;0.435;0.435;0.619;0.333;0.263;0.278;0.421;0.545;0.462;0.000;0.300;0.333;0.318;0.350;0.348;0.560;0.350;0.333;0.611;0.588;0.435;0.267;0.263;0.313;0.278;0.300;0.560;0.250;0.500;0.263;0.350;0.391;0.263;0.250;0.300;0.450;0.300;0.348;0.480;0.500;0.350;0.450;0.300;0.350;0.211;0.389;0.417;0.364;0.250;0.400;0.478;0.350;0.450;0.450;0.368;0.667;0.560;0.458;0.458;0.348;0.250;0.263;0.375;0.423;0.440;0.300;0.417;0.375;0.450;0.300;0.545;0.400;0.474;0.350;0.417;0.318;0.520;0.520;0.400;0.300;0.462;0.778;0.542;0.500;0.409;0.455;0.263;0.350;0.429;0.577;0.524;0.500;0.577;0.348;0.294;0.550;0.421;0.368;0.524;0.519;0.316;0.630;0.263;0.429;0.333;0.417;0.529;0.368;0.538;0.478;0.364;0.316;0.619;0.389;0.350;0.577;0.545;0.333;0.263;0.480;0.278;0.625;0.480;0.400;0.364;0.435;0.500;0.440;0.417
Row36;0.364;0.560;0.190;0.250;0.455;0.053;0.370;0.286;0.440;0.158;0.393;0.273;0.211;0.200;0.375;0.520;0.273;0.318;0.840;0.150;0.308;0.346;0.364;0.308;0.308;0.286;0.333;0.333;0.680;0.227;0.150;0.409;0.381;0.286;0.308;0.300;0.000;0.381;0.136;0.318;0.250;0.400;0.053;0.227;0.550;0.600;0.333;0.500;0.150;0.524;0.333;0.100;0.400;0.050;0.333;0.053;0.150;0.292;0.053;0.050;0.000;0.158;0.000;0.250;0.385;0.346;0.053;0.158;0.000;0.053;0.100;0.263;0.250;0.182;0.143;0.308;0.375;0.053;0.158;0.542;0.250;0.727;0.462;0.423;0.292;0.250;0.050;0.053;0.421;0.269;0.346;0.000;0.250;0.208;0.158;0.000;0.286;0.105;0.263;0.053;0.320;0.136;0.360;0.360;0.105;0.100;0.370;0.700;0.607;0.357;0.143;0.348;0.150;0.150;0.238;0.481;0.333;0.526;0.481;0.250;0.350;0.625;0.300;0.250;0.542;0.370;0.200;0.536;0.318;0.318;0.455;0.320;0.550;0.333;0.444;0.440;0.182;0.435;0.680;0.500;0.053;0.481;0.286;0.227;0.318;0.320;0.333;0.700;0.320;0.364;0.182;0.261;0.400;0.280;0.250
Row37;0.222;0.545;0.211;0.368;0.333;0.350;0.400;0.118;0.409;0.368;0.423;0.211;0.333;0.316;0.542;0.429;0.211;0.167;0.810;0.263;0.400;0.375;0.118;0.400;0.400;0.118;0.435;0.364;0.619;0.250;0.263;0.278;0.125;0.400;0.400;0.333;0.381;0.000;0.318;0.167;0.417;0.364;0.350;0.250;0.529;0.400;0.286;0.471;0.263;0.412;0.063;0.300;0.500;0.333;0.364;0.350;0.429;0.318;0.350;0.333;0.381;0.450;0.381;0.417;0.348;0.440;0.350;0.450;0.381;0.350;0.300;0.474;0.417;0.364;0.250;0.400;0.478;0.350;0.368;0.591;0.450;0.737;0.435;0.458;0.458;0.348;0.333;0.350;0.556;0.423;0.375;0.381;0.348;0.440;0.450;0.381;0.476;0.316;0.389;0.350;0.348;0.318;0.391;0.458;0.400;0.300;0.400;0.625;0.600;0.444;0.333;0.381;0.263;0.429;0.350;0.458;0.591;0.588;0.458;0.417;0.389;0.682;0.333;0.278;0.591;0.462;0.316;0.458;0.350;0.263;0.500;0.348;0.529;0.278;0.348;0.409;0.286;0.400;0.619;0.474;0.350;0.458;0.476;0.250;0.263;0.417;0.368;0.706;0.417;0.400;0.286;0.364;0.435;0.375;0.417
Row38;0.227;0.500;0.136;0.273;0.318;0.182;0.321;0.227;0.385;0.273;0.286;0.136;0.318;0.227;0.385;0.462;0.136;0.182;0.769;0.182;0.192;0.231;0.227;0.192;0.192;0.227;0.280;0.346;0.615;0.091;0.182;0.273;0.318;0.227;0.192;0.318;0.136;0.318;0.000;0.182;0.269;0.346;0.182;0.091;0.545;0.591;0.208;0.500;0.182;0.455;0.273;0.136;0.407;0.091;0.208;0.182;0.182;0.167;0.182;0.091;0.136;0.273;0.136;0.269;0.269;0.231;0.182;0.273;0.136;0.182;0.136;0.364;0.269;0.208;0.091;0.192;0.385;0.182;0.273;0.538;0.273;0.708;0.346;0.308;0.308;0.125;0.091;0.182;0.500;0.154;0.231;0.136;0.125;0.231;0.273;0.136;0.375;0.227;0.364;0.182;0.269;0.000;0.308;0.308;0.227;0.136;0.321;0.682;0.500;0.250;0.091;0.292;0.182;0.182;0.333;0.429;0.417;0.591;0.429;0.200;0.364;0.615;0.318;0.273;0.538;0.259;0.227;0.429;0.333;0.182;0.458;0.269;0.545;0.273;0.333;0.385;0.045;0.375;0.615;0.500;0.182;0.370;0.375;0.091;0.182;0.269;0.273;0.682;0.269;0.375;0.045;0.208;0.346;0.231;0.269
Row39;0.250;0.478;0.150;0.300;0.263;0.286;0.346;0.056;0.348;0.381;0.308;0.053;0.350;0.250;0.480;0.435;0.053;0.000;0.833;0.200;0.280;0.250;0.056;0.280;0.280;0.056;0.375;0.304;0.667;0.100;0.200;0.211;0.167;0.333;0.280;0.350;0.318;0.167;0.182;0.000;0.360;0.375;0.286;0.100;0.444;0.500;0.227;0.474;0.200;0.421;0.111;0.238;0.500;0.273;0.304;0.286;0.364;0.182;0.286;0.273;0.318;0.381;0.318;0.360;0.292;0.320;0.286;0.381;0.318;0.286;0.238;0.400;0.360;0.375;0.190;0.280;0.417;0.286;0.381;0.583;0.381;0.714;0.375;0.333;0.400;0.217;0.273;0.286;0.550;0.308;0.320;0.318;0.217;0.385;0.381;0.318;0.478;0.333;0.476;0.286;0.292;0.182;0.333;0.400;0.333;0.238;0.346;0.611;0.538;0.333;0.190;0.318;0.200;0.364;0.364;0.400;0.522;0.579;0.462;0.360;0.316;0.667;0.429;0.211;0.522;0.346;0.250;0.400;0.364;0.200;0.500;0.292;0.526;0.211;0.292;0.348;0.143;0.409;0.667;0.476;0.286;0.400;0.478;0.100;0.105;0.360;0.300;0.684;0.360;0.333;0.143;0.304;0.440;0.320;0.360
Row40;0.400;0.333;0.250;0.304;0.480;0.292;0.154;0.333;0.346;0.375;0.185;0.320;0.417;0.333;0.208;0.292;0.320;0.360;0.731;0.217;0.080;0.120;0.400;0.080;0.080;0.333;0.240;0.087;0.458;0.280;0.217;0.440;0.417;0.462;0.154;0.348;0.250;0.417;0.269;0.360;0.000;0.240;0.292;0.280;0.565;0.609;0.240;0.522;0.217;0.542;0.375;0.250;0.240;0.208;0.308;0.217;0.292;0.269;0.217;0.208;0.250;0.375;0.250;0.000;0.160;0.192;0.292;0.375;0.250;0.292;0.174;0.391;0.083;0.240;0.208;0.080;0.130;0.292;0.375;0.304;0.375;0.609;0.240;0.200;0.125;0.160;0.208;0.217;0.522;0.115;0.120;0.250;0.296;0.042;0.375;0.250;0.400;0.333;0.458;0.292;0.083;0.269;0.200;0.200;0.333;0.250;0.154;0.696;0.407;0.214;0.346;0.250;0.217;0.292;0.217;0.269;0.375;0.609;0.269;0.231;0.391;0.391;0.417;0.375;0.304;0.222;0.261;0.333;0.217;0.423;0.417;0.083;0.565;0.375;0.296;0.346;0.308;0.333;0.458;0.458;0.292;0.269;0.333;0.280;0.360;0.160;0.375;0.696;0.296;0.333;0.308;0.308;0.167;0.259;0.083
